Województwo,Liczba,Liczba zgonów
Cała Polska,22
dolnośląskie,4
kujawsko-pomorskie,0
lubelskie,1
lubuskie,1
łódzkie,0
małopolskie,1
mazowieckie,3
opolskie,0
podkarpackie,0
podlaskie,0
pomorskie,0
śląskie,7
świętokrzyskie,0
warmińsko-mazurskie,2
wielkopolskie,1
zachodniopomorskie,2
