Województwo,Liczba,Liczba zgonów
Cała Polska,17
dolnośląskie,3
kujawsko-pomorskie,0
lubelskie,0
lubuskie,1
łódzkie,0
małopolskie,1
mazowieckie,2
opolskie,0
podkarpackie,0
podlaskie,0
pomorskie,0
śląskie,5
świętokrzyskie,0
warmińsko-mazurskie,2
wielkopolskie,1
zachodniopomorskie,2
