Województwo,Liczba,Liczba zgonów
Cała Polska,11
dolnośląskie,2
kujawsko-pomorskie,0
lubelskie,0
lubuskie,1
łódzkie,0
małopolskie,0
mazowieckie,2
opolskie,0
podkarpackie,0
podlaskie,0
pomorskie,0
śląskie,2
świętokrzyskie,0
warmińsko-mazurskie,2
wielkopolskie,0
zachodniopomorskie,2
