Województwo,Liczba,Liczba zgonów
Cała Polska,31
dolnośląskie,4
kujawsko-pomorskie,0
lubelskie,2
lubuskie,1
łódzkie,1
małopolskie,1
mazowieckie,4
opolskie,1
podkarpackie,1
podlaskie,0
pomorskie,0
śląskie,8
świętokrzyskie,0
warmińsko-mazurskie,4
wielkopolskie,2
zachodniopomorskie,2
