date,state,positive,negative,pending,totalTestResults,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,dataQualityGrade,lastUpdateEt,dateModified,checkTimeEt,death,hospitalized,dateChecked,totalTestsViral,positiveTestsViral,negativeTestsViral,positiveCasesViral,deathConfirmed,deathProbable,totalTestEncountersViral,totalTestsPeopleViral,totalTestsAntibody,positiveTestsAntibody,negativeTestsAntibody,totalTestsPeopleAntibody,positiveTestsPeopleAntibody,negativeTestsPeopleAntibody,totalTestsPeopleAntigen,positiveTestsPeopleAntigen,totalTestsAntigen,positiveTestsAntigen,fips,positiveIncrease,negativeIncrease,total,totalTestResultsSource,totalTestResultsIncrease,posNeg,deathIncrease,hospitalizedIncrease,hash,commercialScore,negativeRegularScore,negativeScore,positiveScore,score,grade
20200908,MD,113239,1297359,,1410598,365,14636,102,,,,7142,A+,9/8/2020 10:00,2020-09-08T10:00:00Z,09/08 06:00,3807,14636,2020-09-08T10:00:00Z,2099562,135007,,113239,3663,144,,1410598,,,,,,,,,,,24,356,5053,1410598,posNeg,5409,1410598,3,33,b297d7e8821a56a52e46b92dbdd96cf644f9bbf0,0,0,0,0,0,
20200908,ME,4713,297993,,302706,7,429,6,,2,,4086,A+,9/7/2020 23:59,2020-09-07T23:59:00Z,09/07 19:59,134,429,2020-09-07T23:59:00Z,302237,5895,296094,4244,133,1,,,9906,499,9394,,,,,,,,23,12,2662,302706,posNeg,2674,302706,0,2,0277275a31e28b964dd0325ee1a01e7888e9b2bd,0,0,0,0,0,
20200908,MI,118902,2861182,,2980084,616,,158,,76,,80678,A+,9/8/2020 00:00,2020-09-08T00:00:00Z,09/07 20:00,6811,,2020-09-08T00:00:00Z,3013356,152174,2861182,107812,6539,272,,,264994,,,,,,,,,,26,499,16907,2980084,posNeg,17406,2980084,1,0,801f7d8795e74bece92bae3adff400cd245cb1bf,0,0,0,0,0,
20200908,MN,81608,1120262,,1616738,257,6760,135,1903,,,74235,A+,9/7/2020 17:00,2020-09-07T17:00:00Z,09/07 13:00,1914,6760,2020-09-07T17:00:00Z,,,,81608,1862,52,1616738,1201870,,,,,,,,,,,27,383,3812,1201870,posNeg,7120,1201870,2,17,8f390a35996d90f89a50301bc20e04aa5d3e55ef,0,0,0,0,0,
20200908,MO,95113,966117,,1061230,934,,,,113,,,A,9/8/2020 00:00,2020-09-08T00:00:00Z,09/07 20:00,1661,,2020-09-08T00:00:00Z,1387279,104695,1280117,95113,,,,1061230,,,,70177,3102,67075,,,,,29,773,6072,1061230,posNeg,6845,1061230,2,0,5166d4afe0cb64166083f93b896ff3e45b56c111,0,0,0,0,0,
20200908,MP,59,13484,,13543,,4,,,,,29,C,9/1/2020 00:00,2020-09-01T00:00:00Z,08/31 20:00,2,4,2020-09-01T00:00:00Z,17626,,,59,2,,,13540,,,,,,,,,,,69,1,0,13543,posNeg,1,13543,0,0,53b32a99df9b81349f8c9e7f038fa5b72c7bc572,0,0,0,0,0,
20200908,MS,87379,519082,,606461,758,5410,186,,111,,74098,A+,9/7/2020 00:00,2020-09-07T00:00:00Z,09/06 20:00,2585,5410,2020-09-07T00:00:00Z,601766,,,82684,2417,168,,,27730,95,,,,,,,34497,,28,249,8161,606461,posNeg,8410,606461,0,84,a956160f305cfa6816cb9a5060a7fe59db9b802a,0,0,0,0,0,
20200908,MT,8381,260399,,268780,161,502,,,,,6270,B,9/8/2020 01:59,2020-09-08T01:59:00Z,09/07 21:59,119,502,2020-09-08T01:59:00Z,268780,,,8381,,,,,,,,,,,,,,,30,65,1590,268780,posNeg,1655,268780,1,4,18cf92c68c33104573fcc629104012ef92d4bcc3,0,0,0,0,0,
20200908,NC,178635,2291342,,2469977,827,,262,,,,156652,A+,9/8/2020 12:05,2020-09-08T12:05:00Z,09/08 08:05,2909,,2020-09-08T12:05:00Z,2469977,,,178635,2909,,,,,,,,,,,,,,37,716,9679,2469977,posNeg,10395,2469977,12,0,316e5a7079aed2835215e17697f7e0a07990e5dc,0,0,0,0,0,
20200908,ND,13872,198257,,491742,63,604,19,162,,,11452,A,9/8/2020 01:59,2020-09-08T01:59:00Z,09/07 21:59,129,604,2020-09-08T01:59:00Z,508555,,,13872,125,4,491742,212129,8918,359,8559,,,,,,,,38,75,160,212129,totalTestEncountersViral,1374,212129,4,2,33c36dfa756c431f747ada2988a307b5547c92c1,0,0,0,0,0,
20200908,NE,35975,342325,,378300,172,2079,,,,,27921,A+,9/7/2020 20:10,2020-09-07T20:10:00Z,09/07 16:10,404,2079,2020-09-07T20:10:00Z,,,,35975,,,,378793,,,,,,,,,,,31,89,750,378300,posNeg,839,378300,0,11,b9bb81c899ab137175984dd4253e2147ca2f5af3,0,0,0,0,0,
20200908,NH,7494,215469,,356180,7,718,,227,,,6825,B,9/8/2020 09:00,2020-09-08T09:00:00Z,09/08 05:00,433,718,2020-09-08T09:00:00Z,356180,,,7494,,,,222963,30824,,,30164,,,,,,,33,18,646,222963,posNeg,2110,222963,0,0,6ea6d6c7143f3d957da881b0e0b1d997b563eb74,0,0,0,0,0,
20200908,NJ,194667,2876079,,3070746,419,22812,82,,33,,34226,A+,9/8/2020 00:00,2020-09-08T00:00:00Z,09/07 20:00,16003,22812,2020-09-08T00:00:00Z,3070746,,,194667,14213,1790,,,,,,,,,,,,,34,277,15941,3070746,posNeg,16218,3070746,5,10,446b93b9dd1bb264230baa32aafc9863bc321d05,0,0,0,0,0,
20200908,NM,26144,769103,,795247,65,3195,,,,,13604,B,9/7/2020 17:15,2020-09-07T17:15:00Z,09/07 13:15,807,3195,2020-09-07T17:15:00Z,795247,,,26144,,,,,,,,,,,,,,,35,37,3374,795247,posNeg,3411,795247,4,9,10c6caf582ba5d774d4323a4c4f161ac9a4e4a62,0,0,0,0,0,
20200908,NV,72104,551948,,624052,538,,170,,107,,1920,A+,9/8/2020 02:59,2020-09-08T02:59:00Z,09/07 22:59,1393,,2020-09-08T02:59:00Z,905525,,,72104,,,,623395,,,,,,,,,,,32,137,1273,624052,posNeg,1410,624052,0,0,be910362ba3edf201277ff6334ad74ce156f957b,0,0,0,0,0,
20200908,NY,440578,8472357,,8912935,445,89995,114,,52,,75503,A,9/7/2020 23:59,2020-09-07T23:59:00Z,09/07 19:59,25367,89995,2020-09-07T23:59:00Z,,,,440578,,,8912935,,,,,,,,,,,,36,557,57269,8912935,posNeg,57826,8912935,6,0,ddf12ebad36c51d7af4583850933a3651b9c84de,0,0,0,0,0,
20200908,OH,131992,2317553,,2449545,687,13967,238,3042,132,,110279,A+,9/8/2020 14:00,2020-09-08T14:00:00Z,09/08 10:00,4298,13967,2020-09-08T14:00:00Z,2442697,,,125144,4009,289,,,,,,,,,,,,,39,656,22875,2449545,posNeg,23531,2449545,22,80,19b4b0d639e516a14a4fdca155a8a3564e4f4bf1,0,0,0,0,0,
20200908,OK,65053,860086,5021,925139,472,5137,208,,,,54269,A+,9/8/2020 00:00,2020-09-08T00:00:00Z,09/07 20:00,854,5137,2020-09-08T00:00:00Z,939500,73487,860086,65053,,,,,73173,3453,,,,,,,,,40,833,0,930160,posNeg,833,925139,1,24,15120f393bacb22c003c4e27430051e623214ea7,0,0,0,0,0,
20200908,OR,28355,563144,,591499,153,2206,44,,21,,5252,A+,9/8/2020 03:01,2020-09-08T03:01:00Z,09/07 23:01,486,2206,2020-09-08T03:01:00Z,,,563144,26988,,,,590132,,,,,,,,,,,41,165,3168,591499,posNeg,3333,591499,4,45,800552811589d479018e7992fbc256cfed9fd550,0,0,0,0,0,
20200908,PA,140359,1614717,,1755076,514,,,,63,,113690,A+,9/8/2020 12:00,2020-09-08T12:00:00Z,09/08 08:00,7791,,2020-09-08T12:00:00Z,2431135,,,136345,,,,1751062,,,,,,,,,,,42,496,6339,1755076,posNeg,6835,1755076,11,0,4a689a2dafc78e5ca625e5dca5dbdc3a4cb43e13,0,0,0,0,0,
20200908,PR,35504,305972,,341476,380,,81,,66,,,C,9/8/2020 00:00,2020-09-08T00:00:00Z,09/07 20:00,482,,2020-09-08T00:00:00Z,310546,7002,303412,16788,319,163,,,,18716,,,,,,,,,72,129,0,341476,posNeg,129,341476,5,0,cfebefb39ec0523abe1314f74278b053395bda64,0,0,0,0,0,
20200908,RI,22592,268847,,582612,73,2589,5,,3,,2179,A+,9/8/2020 12:00,2020-09-08T12:00:00Z,09/08 08:00,1059,2589,2020-09-08T12:00:00Z,,31815,550797,22592,,,582612,291439,,,,,,,,,,,44,20,390,291439,totalTestEncountersViral,1438,291439,0,0,30338d29fcbaf33107fea441c454061895bb32b9,0,0,0,0,0,
20200908,SC,125908,888243,,1014151,766,8182,213,,118,,51431,A+,9/7/2020 23:59,2020-09-07T23:59:00Z,09/07 19:59,2912,8182,2020-09-07T23:59:00Z,1012044,162047,849997,123801,2772,140,,,64981,5645,59336,,,,,,,,45,301,4140,1014151,posNeg,4441,1014151,5,11,e2695cc1f680884aabf5258c543d48aece1c3e68,0,0,0,0,0,
20200908,SD,15403,141283,,156686,68,1094,,,,,12551,A+,9/7/2020 14:00,2020-09-07T14:00:00Z,09/07 10:00,173,1094,2020-09-07T14:00:00Z,209509,,,,,,,156686,,,,,,,,,,,46,103,490,156686,posNeg,593,156686,0,10,eed48b44de9bc42a71e0a30c0ea356532ff45385,0,0,0,0,0,
20200908,TN,165754,2185237,,2350991,983,7355,301,,138,,148165,A+,9/8/2020 15:00,2020-09-08T15:00:00Z,09/08 11:00,1896,7355,2020-09-08T15:00:00Z,2346581,195912,2150669,161344,1843,53,,,,,,,,,,,,,47,645,5565,2350991,posNeg,6210,2350991,27,43,ea540066aed6def3899427acabf4c8a2ea76f661,0,0,0,0,0,
20200908,TX,641791,4697335,,5339126,3701,,1322,,,,553409,A+,9/8/2020 17:55,2020-09-08T17:55:00Z,09/08 13:55,13553,,2020-09-08T17:55:00Z,5339126,,,641791,,,,,374045,32328,,,,,,,40671,5776,48,1421,16706,5339126,posNeg,18127,5339126,61,0,8177546ce5489369ce5a08ef1798c37700a2f140,0,0,0,0,0,
20200908,UT,55359,639988,,695347,140,3242,41,803,,334,46722,A+,9/8/2020 10:26,2020-09-08T10:26:00Z,09/08 06:26,424,3242,2020-09-08T10:26:00Z,867653,,,55359,,,,695347,,,,,,,6251,1094,7805,1165,49,326,3278,695347,posNeg,3604,695347,1,17,b0d60a61abef51a44cdf438b30f8f83c5e65c7f9,0,0,0,0,0,
20200908,VA,128407,1561337,283,1684048,1051,16831,240,,118,,15770,A+,9/7/2020 17:00,2020-09-07T17:00:00Z,09/07 13:00,2686,16831,2020-09-07T17:00:00Z,,147187,,122711,2553,133,1684048,,,,,,,,,,,,51,836,6810,1690027,posNeg,7602,1689744,2,28,c1a722acdbfbe2c4c2d46bf49d92360fc5ce6daf,0,0,0,0,0,
20200908,VI,1191,16253,15,17444,,,,,,,1070,C,9/8/2020 06:03,2020-09-08T06:03:00Z,09/08 02:03,18,,2020-09-08T06:03:00Z,17459,,,,18,,,,,,,,,,,,,,78,1,23,17459,posNeg,24,17444,1,0,d2c107375b196a85bffe126091c3409dc7973a2c,0,0,0,0,0,
20200908,VT,1654,145128,,146782,4,,,,,,1465,B,9/7/2020 23:39,2020-09-07T23:39:00Z,09/07 19:39,58,,2020-09-07T23:39:00Z,,,,1654,58,,,146782,,,,,,,,,,,50,3,786,146782,posNeg,789,146782,0,0,3a0ffc450b4063199494ea78b950cd6c9a0537e1,0,0,0,0,0,
20200908,WA,77235,1485818,,1563053,277,6860,,,37,,,B,9/6/2020 02:59,2020-09-06T02:59:00Z,09/05 22:59,1953,6860,2020-09-06T02:59:00Z,,,,77235,1953,,1563053,,,,,,,,,,,,53,0,0,1563053,posNeg,0,1563053,0,0,6ba255671b79e34e2ea3be606ee6fc0cedb4c0d3,0,0,0,0,0,
20200908,WI,87677,1230159,138,1317836,298,6118,88,1052,,,73122,A+,9/8/2020 00:00,2020-09-08T00:00:00Z,09/07 20:00,1176,6118,2020-09-08T00:00:00Z,,,,82477,1168,8,,1312636,,,,,,,,,,,55,749,3366,1317974,posNeg,4115,1317836,0,29,3cd9fcad602fdfa09545fb80d6774ccce6be4e63,0,0,0,0,0,
20200908,WV,11661,451099,,462760,152,,57,,26,,8626,C,9/7/2020 23:59,2020-09-07T23:59:00Z,09/07 19:59,250,,2020-09-07T23:59:00Z,462547,,,11448,248,2,,,16139,,,,,,,,,,54,86,909,462760,posNeg,995,462760,3,0,6766c1658351c5a6de7f7b8275f804f0e36b1b3a,0,0,0,0,0,
20200908,WY,4103,77366,,81469,17,219,,,,,3451,A,9/8/2020 16:23,2020-09-08T16:23:00Z,09/08 12:23,42,219,2020-09-08T16:23:00Z,117914,3301,114612,3483,,,,80849,,,,,,,,,,,56,71,3054,81469,posNeg,3125,81469,0,0,4c2b300b53b0d6df26f59ec4278140cc69eb583a,0,0,0,0,0,
20200907,AK,6690,381931,,388621,36,,,,8,,2323,A,9/7/2020 03:59,2020-09-07T03:59:00Z,09/06 23:59,42,,2020-09-07T03:59:00Z,388621,6236,382106,6690,42,,,,,,,,,,,,,,02,34,1530,388621,posNeg,1564,388621,0,0,4b9750195636e494b5f9caac314cb3dbab736576,0,0,0,0,0,
20200907,AL,132973,855022,,976496,858,14914,,1537,,848,51154,B,9/7/2020 11:00,2020-09-07T11:00:00Z,09/07 07:00,2276,14914,2020-09-07T11:00:00Z,976496,,,121474,2152,124,,,,,,55192,,,,,,,01,659,3028,987995,posNeg,3687,987995,0,0,54f5139dca3294dc07f37d5c5865f82562abded9,0,0,0,0,0,
20200907,AR,66280,706533,,771910,399,4486,,,74,571,58757,A,9/7/2020 17:20,2020-09-07T17:20:00Z,09/07 13:20,908,4486,2020-09-07T17:20:00Z,771910,,706533,65727,,,,,,,,,,,,,15661,2414,05,1054,5812,772813,posNeg,6499,772813,14,24,ee316c2c55ce5191582b399facb76a95a0a90bb6,0,0,0,0,0,
20200907,AS,0,1514,,1514,,,,,,,,C,8/15/2020 00:00,2020-08-15T00:00:00Z,08/14 20:00,0,,2020-08-15T00:00:00Z,1514,,,0,,,,,,,,,,,,,,,60,0,0,1514,posNeg,0,1514,0,0,5085675dfa58821863ab561c420b108feb82868d,0,0,0,0,0,
20200907,AZ,205964,1057433,,1263397,658,21525,221,,119,,31866,A+,9/7/2020 00:00,2020-09-07T00:00:00Z,09/06 20:00,5219,21525,2020-09-07T00:00:00Z,1261590,,,204157,4945,274,,,273150,,,,,,,,,,04,198,4181,1263397,posNeg,4379,1263397,-2,-2,d881e8e7a484c933f2f419adc13e32383477ba7d,0,0,0,0,0,
20200907,CA,735235,11423057,,12158292,4285,,1244,,,,,B,9/6/2020 02:59,2020-09-06T02:59:00Z,09/05 22:59,13726,,2020-09-06T02:59:00Z,12158292,,,735235,,,,,,,,,,,,,,,06,3091,108010,12158292,posNeg,111101,12158292,17,0,5aaa984c0a0d57eb1ce497b3605faea9adfef7f8,0,0,0,0,0,
20200907,CO,59274,689187,,1059557,227,7138,,,,,6057,A+,9/6/2020 01:59,2020-09-06T01:59:00Z,09/05 21:59,1866,7138,2020-09-06T01:59:00Z,,,,55256,,,1059557,744443,160811,11137,149674,,,,,,,,08,285,5604,748461,totalTestEncountersViral,8473,748461,0,4,0e71fc2fafad295f71847f29f90e9583e50084ee,0,0,0,0,0,
20200907,CT,53365,1184293,,1237658,58,11275,,,,,9049,B,9/4/2020 20:30,2020-09-04T20:30:00Z,09/04 16:30,4468,11275,2020-09-04T20:30:00Z,1235514,,,51221,3583,885,,,,,,,,,,,,,09,0,0,1237658,posNeg,0,1237658,0,0,4adf6d49af72c25ef07427f7c4e31b0a6e3f475a,0,0,0,0,0,
20200907,DC,14315,299400,,313715,85,,23,,10,,11366,A+,9/6/2020 00:00,2020-09-06T00:00:00Z,09/05 20:00,611,,2020-09-06T00:00:00Z,,,,,,,313715,189267,,,,,,,,,,,11,36,2169,313715,posNeg,2205,313715,0,0,35915133b34dcd9aeb446347d15f8385f77922ca,0,0,0,0,0,
20200907,DE,18249,234353,,252602,53,,14,,,,9847,A+,9/6/2020 18:00,2020-09-06T18:00:00Z,09/06 14:00,609,,2020-09-06T18:00:00Z,,,,17259,537,72,,252602,,,,,,,,,,,10,206,1613,252602,posNeg,1819,252602,0,0,15b967b836bd79b141b3f1b2a4ee22644becc701,0,0,0,0,0,
20200907,FL,648269,4153415,3538,4801684,3157,40547,,,,,,A+,9/6/2020 23:59,2020-09-06T23:59:00Z,09/06 19:59,12023,40547,2020-09-06T23:59:00Z,6642061,834866,5769019,648269,12023,,,4808756,446669,34738,411877,437913,34017,403867,,10833,,,12,1838,15076,4805222,posNeg,16914,4801684,22,60,23fa515abdf4a51e084eba4a6fa7e2008b628b71,0,0,0,0,0,
20200907,GA,283807,2205034,,2488841,2214,25538,,4687,,,,A+,9/7/2020 14:50,2020-09-07T14:50:00Z,09/07 10:50,6044,25538,2020-09-07T14:50:00Z,2488841,259641,2229200,283807,,,,,284452,22365,,,,,,,,,13,608,8665,2488841,posNeg,9273,2488841,7,15,ed2cea873deebc8ed74cedd812a62ff1fd52892a,0,0,0,0,0,
20200907,GU,1671,39070,,40741,57,,14,,,,744,A+,9/6/2020 22:45,2020-09-06T22:45:00Z,09/06 18:45,18,,2020-09-06T22:45:00Z,40110,,,1671,,,,40741,158,2,,,,,,,,,66,0,0,40741,posNeg,0,40741,2,0,9f5c3096cd3265488258532a041898e473f67b1c,0,0,0,0,0,
20200907,HI,9855,225048,,234903,265,597,50,,37,,2991,C,9/6/2020 18:00,2020-09-06T18:00:00Z,09/06 14:00,85,597,2020-09-06T18:00:00Z,311961,,,,,,,234903,,,,,,,,,,,15,162,4945,234903,posNeg,5107,234903,1,5,8a4c0038c392820403063f3686dfcedc40f81f39,0,0,0,0,0,
20200907,IA,68684,587162,,655846,311,,99,,35,,49884,A+,9/7/2020 00:00,2020-09-07T00:00:00Z,09/06 20:00,1168,,2020-09-07T00:00:00Z,,,,68684,,,,657363,,,,51445,3126,48279,14069,1719,,,19,393,2516,655846,posNeg,2909,655846,3,0,08ae2bc455072c13746cce2ebc6525f37b46492f,0,0,0,0,0,
20200907,ID,33667,234522,,265703,151,1466,50,394,,,16554,A+,9/6/2020 19:00,2020-09-06T19:00:00Z,09/06 15:00,385,1466,2020-09-06T19:00:00Z,265703,,,31181,349,36,,,,,,,,,,,,,16,190,827,268189,posNeg,1009,268189,1,0,764025acb71a600dfa15d95f789f653c71b13ac3,0,0,0,0,0,
20200907,IL,252889,4196386,,4449275,1484,,352,,137,,,A,9/7/2020 00:00,2020-09-07T00:00:00Z,09/06 20:00,8398,,2020-09-07T00:00:00Z,4447347,,,250961,8179,219,,,,,,,,,,,,,17,1381,27594,4449275,posNeg,28975,4449275,8,0,0c15222af81b6e038f2671f6a72ac9b8a0a4a8e7,0,0,0,0,0,
20200907,IN,100394,1046178,,1146572,771,11410,236,2278,63,,77015,A+,9/6/2020 23:59,2020-09-06T23:59:00Z,09/06 19:59,3368,11410,2020-09-06T23:59:00Z,1551731,,,,3144,224,,1146572,,,,,,,,,,,18,590,7114,1146572,posNeg,7704,1146572,4,45,eff73235b1bc1c544a6d0591ac5a4e1a0116597f,0,0,0,0,0,
20200907,KS,46914,389772,,436686,177,2441,51,669,25,214,1796,A+,9/7/2020 10:00,2020-09-07T10:00:00Z,09/07 06:00,485,2441,2020-09-07T10:00:00Z,,,,,,,,436686,,,,,,,,,,,20,1694,7787,436686,posNeg,9481,436686,4,26,b4fb3056c573ab0bba61ea0e98ffbb0f75e0bdfe,0,0,0,0,0,
20200907,KY,53064,816169,,864125,503,4728,130,1416,,,10648,B,9/7/2020 00:00,2020-09-07T00:00:00Z,09/06 20:00,996,4728,2020-09-07T00:00:00Z,864125,,,47956,987,9,,,47833,,,,,,,,15861,,21,290,-3186,869233,posNeg,-2717,869233,0,15,de319ecb8e87b4160c99f853a1d165b4527d72dd,0,0,0,0,0,
20200907,LA,154073,1810156,,1964229,787,,,,124,,134432,A,9/7/2020 13:00,2020-09-07T13:00:00Z,09/07 09:00,5105,,2020-09-07T13:00:00Z,,,,153177,4942,163,,1963333,,,,,,,,,,,22,309,4676,1964229,posNeg,4985,1964229,12,0,6d4b61cae72fbe225a3dac01eacf26182a9ab296,0,0,0,0,0,
20200907,MA,122791,1746488,,2728153,322,12357,56,,20,,105769,A+,9/7/2020 08:00,2020-09-07T08:00:00Z,09/07 04:00,9133,12357,2020-09-07T08:00:00Z,2728153,159337,,121046,8925,208,,1867534,,,,115013,,,93223,,,,25,229,9648,1869279,totalTestsViral,23641,1869279,8,7,76d8b6fd1f25110bd23182ccb507596ac001430f,0,0,0,0,0,
20200907,MD,112883,1292306,,1405189,362,14603,109,,,,7112,A+,9/7/2020 10:00,2020-09-07T10:00:00Z,09/07 06:00,3804,14603,2020-09-07T10:00:00Z,2086609,134549,,112883,3660,144,,1405189,,,,,,,,,,,24,764,11101,1405189,posNeg,11865,1405189,5,30,0795eaf238154e0b0f0780b884a89ab8c32e17ad,0,0,0,0,0,
20200907,ME,4701,295331,,300032,8,427,3,,2,,4076,A+,9/6/2020 23:59,2020-09-06T23:59:00Z,09/06 19:59,134,427,2020-09-06T23:59:00Z,299561,5874,293439,4230,133,1,,,9904,499,9392,,,,,,,,23,19,3159,300032,posNeg,3178,300032,0,3,9efe4b19dca93e9d3cbf34ec7ac226eba9a6dbe3,0,0,0,0,0,
20200907,MI,118403,2844275,,2962678,616,,158,,71,,80678,A+,9/7/2020 00:00,2020-09-07T00:00:00Z,09/06 20:00,6810,,2020-09-07T00:00:00Z,2995886,151611,2844275,107371,6538,272,,,264881,,,,,,,,,,26,1212,42464,2962678,posNeg,43676,2962678,4,0,565ca9242bc12540e899aa405fe0e5dbfa627fb3,0,0,0,0,0,
20200907,MN,81225,1116450,,1609618,275,6743,136,1898,,,73403,A+,9/6/2020 17:00,2020-09-06T17:00:00Z,09/06 13:00,1912,6743,2020-09-06T17:00:00Z,,,,81225,1860,52,1609618,1197675,,,,,,,,,,,27,638,8744,1197675,posNeg,14979,1197675,3,24,f6789f970ede21825660d6cd8339169fd6c3ccca,0,0,0,0,0,
20200907,MO,94340,960045,,1054385,934,,,,113,,,A,9/7/2020 00:00,2020-09-07T00:00:00Z,09/06 20:00,1659,,2020-09-07T00:00:00Z,1378643,103847,1272326,94340,,,,1054385,,,,70158,3087,67071,,,,,29,906,7636,1054385,posNeg,8542,1054385,1,0,a5e8fe8af1cbadbe25fa0b3636465c57ab9d52e0,0,0,0,0,0,
20200907,MP,58,13484,,13542,,4,,,,,29,C,9/1/2020 00:00,2020-09-01T00:00:00Z,08/31 20:00,2,4,2020-09-01T00:00:00Z,17626,,,58,2,,,13540,,,,,,,,,,,69,0,0,13542,posNeg,0,13542,0,0,775d656966bf522797679c0f5ef1cd8d8ae1faa5,0,0,0,0,0,
20200907,MS,87130,510921,,598051,758,5326,186,,111,,67918,A+,9/6/2020 00:00,2020-09-06T00:00:00Z,09/05 20:00,2585,5326,2020-09-06T00:00:00Z,592831,,,82457,2417,168,,,27468,95,,,,,,,33480,,28,242,0,598051,posNeg,242,598051,1,0,bee906ee60c500c0abe4cae600b62aef7b450f80,0,0,0,0,0,
20200907,MT,8316,258809,,267125,163,498,,,,,6246,B,9/7/2020 01:59,2020-09-07T01:59:00Z,09/06 21:59,118,498,2020-09-07T01:59:00Z,267125,,,8316,,,,,,,,,,,,,,,30,52,5047,267125,posNeg,5099,267125,1,12,85a8451e1bd30d0eb1573ac0dac26f188242eb71,0,0,0,0,0,
20200907,NC,177919,2281663,,2459582,765,,248,,,,156652,A+,9/6/2020 11:25,2020-09-06T11:25:00Z,09/06 07:25,2897,,2020-09-06T11:25:00Z,2459582,,,177919,2897,,,,,,,,,,,,,,37,1018,15614,2459582,posNeg,16632,2459582,7,0,9b427e8f4842845201c96d75e6a07d14d6da2cf6,0,0,0,0,0,
20200907,ND,13797,198097,,490368,68,602,19,162,,,11080,A,9/7/2020 01:59,2020-09-07T01:59:00Z,09/06 21:59,125,602,2020-09-07T01:59:00Z,507124,,,13797,121,4,490368,211675,8913,359,8554,,,,,,,,38,171,729,211894,totalTestEncountersViral,2082,211894,0,4,ce9ca502ccf21f87a27369cfe79ad6a0299e95a6,0,0,0,0,0,
20200907,NE,35886,341575,,377461,175,2068,,,,,27710,A+,9/6/2020 20:10,2020-09-06T20:10:00Z,09/06 16:10,404,2068,2020-09-06T20:10:00Z,,,,35886,,,,377939,,,,,,,,,,,31,81,552,377461,posNeg,633,377461,0,3,ae8a849fe5ba51ab9557ef878e5d8e8760bcdcf5,0,0,0,0,0,
20200907,NH,7476,214823,,354070,7,718,,227,,,6805,B,9/7/2020 09:00,2020-09-07T09:00:00Z,09/07 05:00,433,718,2020-09-07T09:00:00Z,354070,,,7476,,,,222299,30822,,,30163,,,,,,,33,29,1608,222299,posNeg,3542,222299,0,0,68a7c7d643f4f4bd80009d0e2ca50dcca77e8cde,0,0,0,0,0,
20200907,NJ,194390,2860138,,3054528,389,22802,79,,29,,34202,A+,9/7/2020 00:00,2020-09-07T00:00:00Z,09/06 20:00,15998,22802,2020-09-07T00:00:00Z,3054528,,,194390,14208,1790,,,,,,,,,,,,,34,332,51889,3054528,posNeg,52221,3054528,2,6,be8cd39a54023bb06784d4c8eceaf02231449e83,0,0,0,0,0,
20200907,NM,26107,765729,,791836,65,3186,,,,,13530,B,9/6/2020 17:30,2020-09-06T17:30:00Z,09/06 13:30,803,3186,2020-09-06T17:30:00Z,791836,,,26107,,,,,,,,,,,,,,,35,59,3966,791836,posNeg,4025,791836,3,15,bc6df65f07e9694ece125c3f59a0ae0296ac75c1,0,0,0,0,0,
20200907,NV,71967,550675,,622642,597,,184,,114,,1853,A+,9/7/2020 02:59,2020-09-07T02:59:00Z,09/06 22:59,1393,,2020-09-07T02:59:00Z,902801,,,71967,,,,621990,,,,,,,,,,,32,357,2803,622642,posNeg,3160,622642,4,0,70c95b4d923dcafb765614688fbb8fa24dc03370,0,0,0,0,0,
20200907,NY,440021,8415088,,8855109,413,89995,115,,57,,75471,A,9/6/2020 23:59,2020-09-06T23:59:00Z,09/06 19:59,25361,89995,2020-09-06T23:59:00Z,,,,440021,,,8855109,,,,,,,,,,,,36,520,58345,8855109,posNeg,58865,8855109,2,0,7e62930bca20ae62a1151493d16c77b25b554aca,0,0,0,0,0,
20200907,OH,131336,2294678,,2426014,686,13887,244,3034,135,,108578,A+,9/7/2020 14:00,2020-09-07T14:00:00Z,09/07 10:00,4276,13887,2020-09-07T14:00:00Z,2419192,,,124514,3987,289,,,,,,,,,,,,,39,778,21001,2426014,posNeg,21779,2426014,17,46,b806c30b09a5029997afba00d1702073cbbc669c,0,0,0,0,0,
20200907,OK,64220,860086,5021,924306,472,5113,208,,,,53414,A+,9/7/2020 00:00,2020-09-07T00:00:00Z,09/06 20:00,853,5113,2020-09-07T00:00:00Z,939500,73487,860086,64220,,,,,73173,3453,,,,,,,,,40,613,0,929327,posNeg,613,924306,0,8,641f2573eae54393c5c3b7dc28fdc55723d169c6,0,0,0,0,0,
20200907,OR,28190,559976,,588166,147,2161,45,,23,,5198,A+,9/7/2020 03:01,2020-09-07T03:01:00Z,09/06 23:01,482,2161,2020-09-07T03:01:00Z,,,559976,26268,,,,575596,,,,,,,,,,,41,146,2595,588166,posNeg,2741,588166,1,0,3f9cafffe88a5d6323ea0a941efadcdad990b5ec,0,0,0,0,0,
20200907,PA,139863,1608378,,1748241,496,,,,57,,114687,A+,9/7/2020 12:00,2020-09-07T12:00:00Z,09/07 08:00,7780,,2020-09-07T12:00:00Z,2417619,,,135862,,,,1744240,,,,,,,,,,,42,547,9079,1748241,posNeg,9626,1748241,20,0,2da5bcf17bd1919d27eddba5cbbc2ec1d75053a4,0,0,0,0,0,
